,user_id,date,time,name,country,device_os,marketing_campaign
0,63faa66c-683b-11ee-aca7-8699b86be788,2010-05-18,2023-11-18 00:12:07,Lope Cañellas,ES,Android,influencer_marketing
1,846202ce-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 13:27:51,Dr. Ulrich Hauffer,DE,iOS,
2,6422113e-683b-11ee-aca7-8699b86be788,2010-05-18,2023-11-18 23:49:44,Mr. Daniel Taylor,US,Android,
3,6fc81560-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 07:50:38,Horst Meyer,DE,iOS,social_media_advertising
4,65494f0a-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 15:11:31,Jorge Poza-Soto,ES,Android,social_media_advertising
5,6f2bdc22-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 18:13:27,Johanne Schmidt,DE,Web,email_marketing
6,81bcbc9e-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 16:22:52,Ing. Erich Ehlert,DE,Web,social_media_advertising
7,822798f2-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 01:04:29,Riccardo Bernardi,IT,Web,
8,870bc2c6-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 15:21:38,Ulises Dalmau,ES,iOS,social_media_advertising
9,6f0367ec-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 13:57:34,Marcos Aragón Guardiola,ES,Web,
10,76a429c8-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 22:17:02,Ortrun Hande,DE,Web,social_media_advertising
11,5f09226e-683b-11ee-aca7-8699b86be788,2010-05-15,2023-11-18 22:00:39,Dipl.-Ing. Mirella Ziegert,DE,Android,social_media_advertising
12,74cd0fd4-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 14:33:40,Prof. Kazim Noack,DE,iOS,social_media_advertising
13,80fb8fe2-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 17:48:29,Barbara Mullen,US,Android,social_media_advertising
14,7c5658f0-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 23:29:33,Dawn Taylor,US,Android,influencer_marketing
15,77d580da-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 01:17:11,Amy Richard,US,Android,influencer_marketing
16,6864c958-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 06:27:48,Berenice Naccari,IT,Android,influencer_marketing
17,69663d00-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 16:09:31,Natali Binner,DE,iOS,
18,6a7f0e74-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 00:15:17,Lidia Dörr MBA.,DE,Android,
19,6292c868-683b-11ee-aca7-8699b86be788,2010-05-18,2023-11-18 18:38:35,Gabriella Ossola,IT,Web,
20,5d99d50e-683b-11ee-aca7-8699b86be788,2010-05-13,2023-11-18 03:15:54,Alexa Bruder-Sager,DE,iOS,social_media_advertising
21,72b6a2dc-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 09:38:26,Sig.ra Letizia Oliboni,IT,Android,social_media_advertising
22,773fb686-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 13:53:03,Antonio Gabba,IT,iOS,social_media_advertising
23,6c033676-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 12:24:02,Godofredo Mármol,ES,Android,social_media_advertising
24,7dc704dc-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 10:34:54,Robert Burke,US,Android,social_media_advertising
25,66ce1bd0-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 15:54:35,Vasco Torrent Daza,ES,iOS,social_media_advertising
26,7a0938c4-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 06:48:08,Dolores Porcel Saez,ES,Android,influencer_marketing
27,7a1f076c-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 10:15:34,Cassandra Napolitano-Botta,IT,Android,social_media_advertising
28,603127fe-683b-11ee-aca7-8699b86be788,2010-05-16,2023-11-18 16:35:42,Genoveva Beltran,ES,Web,
29,5ec4dcf8-683b-11ee-aca7-8699b86be788,2010-05-15,2023-11-18 03:52:53,Kimberly Ballard,US,iOS,social_media_advertising
30,87b5db3a-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 10:39:46,Águeda Bautista Benavente,ES,Android,social_media_advertising
31,63ad2432-683b-11ee-aca7-8699b86be788,2010-05-18,2023-11-18 21:36:41,Fidel Jurado Jove,ES,Android,
32,70e7065e-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 02:40:10,Kimberly Smith,US,Android,
33,786bc0ea-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 15:49:13,Vito Satta-Matteotti,IT,Android,
34,7aa7d1b4-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 18:08:07,Rita Ariosto,IT,Android,influencer_marketing
35,624540a2-683b-11ee-aca7-8699b86be788,2010-05-18,2023-11-18 08:33:31,Sara Ramirez,US,Android,influencer_marketing
36,706b33a8-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 16:34:11,Lidia Luís Diaz,ES,iOS,social_media_advertising
37,60680224-683b-11ee-aca7-8699b86be788,2010-05-17,2023-11-18 09:36:50,Clara Guzmán Carreras,ES,iOS,
38,71146fae-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 03:53:12,Rachel Elliott,US,Android,social_media_advertising
39,7f11cf20-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 05:30:42,Giuseppe Salvini-Filippelli,IT,Android,email_marketing
40,60f4b4d0-683b-11ee-aca7-8699b86be788,2010-05-17,2023-11-18 22:52:25,Jacqueline Mathews,US,iOS,
41,6c3b0e34-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 08:58:19,Heinz-Otto Reuter,DE,Android,
42,853cb8a6-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 21:12:03,Tamara Fritz,US,iOS,influencer_marketing
43,845a3aa8-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 12:49:23,Gianluca Farnese,IT,Android,
44,5cfd5e04-683b-11ee-aca7-8699b86be788,2010-05-09,2023-11-18 05:25:37,Rosario Canova,IT,iOS,social_media_advertising
45,61c1670a-683b-11ee-aca7-8699b86be788,2010-05-17,2023-11-18 14:31:16,Ernesto Benito Águila,ES,Android,social_media_advertising
46,7b343992-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 20:26:18,Irma Hernando Rosa,ES,iOS,social_media_advertising
47,73a3894e-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 03:23:38,Victor Meister,DE,Android,
48,7b698e3a-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 14:06:44,Isidro Adán Fuertes,ES,iOS,
49,83903fa0-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 07:10:39,Steven Williams,US,iOS,influencer_marketing
50,63684682-683b-11ee-aca7-8699b86be788,2010-05-18,2023-11-18 12:48:53,Marco Morlacchi,IT,Android,
51,75acd6aa-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 19:09:41,Kevin Davis,US,iOS,social_media_advertising
52,81d1be28-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 06:40:59,Keith Gomez,US,iOS,
53,7891d56e-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 12:15:54,Patrick Anderson,US,iOS,social_media_advertising
54,87a53b72-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 16:51:04,Sig.ra Allegra Gregorio,IT,Web,social_media_advertising
55,8018f1fa-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 19:17:44,Angelica Bettoni,IT,iOS,social_media_advertising
56,7fbf57da-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 06:53:10,Teófilo Marco Carpio,ES,iOS,social_media_advertising
57,6cfc87b2-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 22:15:21,Sig.ra Lilla Ferraris,IT,Android,
58,7aa1a078-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 02:24:55,Kelsey Smith,US,Web,social_media_advertising
59,5dbb3c26-683b-11ee-aca7-8699b86be788,2010-05-13,2023-11-18 09:26:23,Elisabet Montoya Moraleda,ES,iOS,email_marketing
60,7f8c3b70-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 09:05:57,Dipl.-Ing. Donata Wesack,DE,iOS,social_media_advertising
61,786ec2cc-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 12:04:47,Isaías Arnau Vigil,ES,Android,social_media_advertising
62,7e240d3a-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 13:53:49,Kim Bauer,US,iOS,social_media_advertising
63,668367d4-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 06:46:02,Kathleen Hines,US,iOS,
64,781a0002-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 02:17:01,Sig.ra Rosa Pirandello,IT,Android,social_media_advertising
65,884a503a-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 05:40:17,Juan Pablo Goñi Arnau,ES,iOS,
66,6d415edc-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 03:22:41,Lisa Lin,US,Web,influencer_marketing
67,8595e4e4-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 19:54:26,Priscilla Detti,IT,Android,influencer_marketing
68,681a52ce-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 18:30:27,Sig. Mirco Trentin,IT,Android,email_marketing
69,7c6401bc-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 06:18:51,Jessica Perkins,US,iOS,
70,799e4ea6-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 09:42:05,Patrizia Pellegrini,IT,Android,influencer_marketing
71,77793d3e-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 05:40:50,Wenzel Reising,DE,iOS,social_media_advertising
72,7b5a6504-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 10:04:08,Fito Barral Méndez,ES,Android,social_media_advertising
73,73efa1d0-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 17:55:25,Eutimio Marin Salmerón,ES,iOS,social_media_advertising
74,857db766-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 14:52:38,Branka Meyer,DE,iOS,
75,737dd1ea-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 02:16:57,Dott. Carlo Guarana,IT,Web,influencer_marketing
76,85219a94-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 18:06:06,Lisa Cook,US,iOS,
77,84162aac-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 06:05:55,Rachel Steele,US,iOS,social_media_advertising
78,5fa53b9a-683b-11ee-aca7-8699b86be788,2010-05-16,2023-11-18 02:07:52,Noah West,US,Android,social_media_advertising
79,611c1cc8-683b-11ee-aca7-8699b86be788,2010-05-17,2023-11-18 02:26:26,Amaya Calvet Campo,ES,Web,social_media_advertising
80,70a16ad6-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 09:08:25,Sandra Weaver,US,Web,
81,82ff1dae-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 21:26:49,Dott. Giustino Manacorda,IT,iOS,social_media_advertising
82,75849ca8-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 04:57:15,John Hernandez,US,iOS,social_media_advertising
83,6b1b60e4-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 07:34:09,Darko Kruschwitz,DE,Web,influencer_marketing
84,67b9c792-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 17:56:06,Richard Gibson,US,Android,influencer_marketing
85,8628ec08-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 14:24:16,Margarita Frutos Zaragoza,ES,iOS,email_marketing
86,68695ed2-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 17:00:17,Gaspare Versace,IT,Web,
87,865cd2d4-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 11:37:17,Luciano Correa Noguera,ES,iOS,
88,620e55b0-683b-11ee-aca7-8699b86be788,2010-05-17,2023-11-18 13:06:55,Noelia de Lamas,ES,iOS,social_media_advertising
89,7ebd2308-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 18:42:47,Eulalia Suárez Barrio,ES,iOS,
90,7ffa3ec2-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 14:02:26,Jan Zorbach B.A.,DE,Android,social_media_advertising
91,6f8de11a-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 15:56:42,Dott. Ciro Maglio,IT,iOS,social_media_advertising
92,7d0cbd02-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 15:22:01,Luzia Schacht B.A.,DE,iOS,social_media_advertising
93,84f9c1c2-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 04:53:39,Stella Costalonga,IT,iOS,social_media_advertising
94,75e03a5e-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 19:36:11,Pánfilo Palma Ledesma,ES,Web,social_media_advertising
95,5f42e940-683b-11ee-aca7-8699b86be788,2010-05-16,2023-11-18 10:33:57,Monica Brunello,IT,Android,
96,81958b88-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 19:44:45,Karina Barkholz,DE,iOS,social_media_advertising
97,8035bef2-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 14:55:37,Alicia Sanmartín Parra,ES,iOS,email_marketing
98,75788d0a-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 10:24:27,Franco Vercelloni,IT,iOS,influencer_marketing
99,81531a00-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 17:11:12,Zaira Solana Acedo,ES,Android,influencer_marketing
100,72762bd0-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 03:47:50,Sarita Ponce Báez,ES,Web,
101,7d9ca304-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 14:34:53,Dr. Ehrentraud Lindau,DE,Android,social_media_advertising
102,5fc85bfc-683b-11ee-aca7-8699b86be788,2010-05-16,2023-11-18 11:08:18,Christopher Linke,DE,Android,social_media_advertising
103,657fec40-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 08:07:04,Walli Schleich,DE,iOS,influencer_marketing
104,89d3bafe-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 15:19:35,Horacio Lamas Garrido,ES,Web,
105,6fe1b6aa-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 11:51:21,Berndt Eberhardt,DE,Android,social_media_advertising
106,7cf411bc-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 10:31:33,Kirsten Seifert,DE,Android,influencer_marketing
107,77acb420-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 09:40:44,Stephen Williams,US,iOS,
108,79724cca-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 13:06:36,Andy Heydrich,DE,Android,email_marketing
109,85e4b614-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 18:09:01,Gabriella Bennett,US,Android,influencer_marketing
110,76e512ee-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 21:47:00,Alyssa Garcia,US,iOS,social_media_advertising
111,6b69423c-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 10:05:16,Christopher Palmer,US,iOS,influencer_marketing
112,891c918a-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 01:18:39,Nancy Chapman,US,Android,
113,840d185e-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 08:40:42,Porfirio Ballester-Segarra,ES,Android,
114,777319c2-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 16:31:37,Sig.ra Renata Gagliano,IT,Web,social_media_advertising
115,7ea68814-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 09:42:37,Cipriano Camuccini,IT,Web,social_media_advertising
116,60699076-683b-11ee-aca7-8699b86be788,2010-05-17,2023-11-18 19:52:18,Kevin Morgan,US,Android,
117,876aba6a-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 19:44:11,Fortunata del Benítez,ES,iOS,social_media_advertising
118,78f177c6-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 17:48:44,Jacopo Broschi,IT,Web,influencer_marketing
119,67d9c178-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 03:03:12,Mirco Muratori,IT,iOS,influencer_marketing
120,72eea402-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 09:51:24,Azeneth Verdugo Terrón,ES,Android,influencer_marketing
121,78fc1532-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 16:08:15,Amelia Iriarte Real,ES,Android,email_marketing
122,8892d1d4-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 15:06:11,Coluccio Donà,IT,Android,social_media_advertising
123,849c96c8-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 20:57:10,Dr. Richard Garrett DDS,US,iOS,social_media_advertising
124,6a429dae-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 05:27:43,Benno Kade,DE,Android,social_media_advertising
125,7967aac2-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 07:56:04,Tiziana Tron,IT,iOS,
126,68dbe95c-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 17:31:54,Puccio Buonauro,IT,Android,
127,602817b8-683b-11ee-aca7-8699b86be788,2010-05-16,2023-11-18 20:50:18,Kellie Massey,US,Android,
128,5db2339c-683b-11ee-aca7-8699b86be788,2010-05-13,2023-11-18 10:22:54,Hinrich Hartmann B.Eng.,DE,iOS,
129,632b5056-683b-11ee-aca7-8699b86be788,2010-05-18,2023-11-18 03:24:12,Manuelita del Zapata,ES,iOS,social_media_advertising
130,66150ee2-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 13:59:27,Dipl.-Ing. Michel Jacobi Jäckel B.A.,DE,iOS,social_media_advertising
131,6d7fba7e-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 22:07:14,Stephanie Salazar,US,iOS,influencer_marketing
132,87da1dc4-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 09:23:14,Marc Calderon Lucena,ES,Android,
133,7c60fca6-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 23:21:15,Nilo Ale Saez Prat,ES,Android,social_media_advertising
134,7b60780e-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 18:29:47,Sabatino Casini,IT,Android,social_media_advertising
135,8027fa38-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 09:18:12,Courtney Martin,US,Web,
136,86079e54-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 20:34:05,Sven Weinhold-Bonbach,DE,Android,email_marketing
137,88d72e1a-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 02:13:22,Fiamma Onisto-Praga,IT,Android,
138,5de430f4-683b-11ee-aca7-8699b86be788,2010-05-14,2023-11-18 17:41:22,Bárbara Macaria Mateo Valcárcel,ES,Android,
139,7f14d45e-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 10:40:16,Abel Gárate,ES,iOS,email_marketing
140,7d93930e-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 03:25:20,Griselda Agostini,IT,Android,influencer_marketing
141,7c7e38a2-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 06:26:20,Faith Walsh,US,Android,email_marketing
142,691ae864-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 09:44:04,Emiliano Samper Fábregas,ES,Web,
143,87341c12-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 23:52:56,Roxana de Salazar,ES,Android,influencer_marketing
144,70577ae8-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 01:28:27,Lisa Gray,US,iOS,
145,7694dd6a-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 05:47:49,Kenneth Allen MD,US,iOS,influencer_marketing
146,88e68590-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 15:53:27,Pierluigi Grimani,IT,Web,social_media_advertising
147,5d211498-683b-11ee-aca7-8699b86be788,2010-05-11,2023-11-18 14:39:26,Macarena Santana Suárez,ES,Android,email_marketing
148,76130cea-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 01:14:18,Celal Stahr,DE,Android,
149,869df048-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 13:14:18,Alexandros Zobel MBA.,DE,iOS,influencer_marketing
150,79e323d2-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 13:51:00,Sandra Chittolini-Sermonti,IT,Android,
151,89bb70fc-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 23:35:14,Sig. Leopoldo Condoleo,IT,Android,social_media_advertising
152,86490510-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 04:47:40,Vincenza Parmitano,IT,iOS,influencer_marketing
153,6f544d42-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 03:26:55,Kenneth Hunter,US,Android,social_media_advertising
